STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,SEX,Sex,AGE,Age,ACTIVITY,Economic activity,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-02,,4674,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-03,,4379,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-04,,3968,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-05,,3573,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-06,,4208,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-07,,4083,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-08,,3717,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-09,,3537,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1976-10,,3564,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-01,,2554,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-02,,2531,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-03,,2366,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-04,,2225,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-05,,1729,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-06,,1820,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-07,,1686,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-08,,1508,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-09,,1318,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1955-10,,1336,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1963-07,,2393,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1963-08,,2157,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1963-09,,1870,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1963-10,,1842,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1963-11,,2210,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-02,,5073,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-03,,4828,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-04,,4263,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-05,,4256,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-06,,4582,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-07,,4259,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-08,,4173,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-09,,3988,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-10,,4279,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-11,,4789,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1981-12,,5346,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-01,,6117,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-02,,6184,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-03,,6206,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-04,,5850,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-05,,5669,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-06,,6211,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-07,,6172,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-08,,5941,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-09,,5961,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-10,,6172,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-11,,6660,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1982-12,,7009,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-01,,7552,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-02,,7632,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-03,,7298,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-04,,6736,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-05,,6362,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-06,,6498,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-07,,6097,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-08,,5790,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-09,,5408,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-10,,5208,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-11,,5227,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1983-12,,5310,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-01,,5797,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-02,,5574,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-03,,5304,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-04,,4909,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-05,,4472,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-06,,4664,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-07,,4674,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-08,,4273,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-09,,4197,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-10,,4127,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-11,,4315,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1984-12,,4623,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_LF_M(1.0),Monthly unemployment levels,I,USA,United States,UNE_M,Monthly unemployment,PS,Persons,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,M,Male,Y_GE15,15 years or over,_Z,Not applicable,M,Monthly,1985-01,,5205,,,,A,Normal value,3,Thousands,0,Zero
